ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern1,pattern2,pattern3,pattern4,pattern5
g7561.t1,1,1,1,0,0,0,1,1,0,1
g7562.t1,1,1,1,1,0,1,1,1,1,1
g7563.t1,1,1,1,1,0,0,1,1,0,1
g7564.t1,1,1,1,1,0,0,1,1,0,1
g7565.t1,1,1,1,1,0,0,1,1,0,1
g7566.t1,1,1,1,1,0,0,1,1,0,1
g7567.t1,1,0,0,0,0,1,1,1,0,1
g7568.t1,0,0,0,1,0,1,1,1,1,1
g7569.t1,1,1,1,1,0,0,1,1,1,1
g7570.t1,1,1,1,0,0,0,1,1,1,1
g7571.t1,0,0,0,1,0,1,1,1,0,1
g7572.t1,1,1,1,1,0,0,1,1,1,1
g7573.t1,1,1,1,0,0,0,1,1,0,1
g7574.t1,1,1,1,0,0,0,1,1,1,1
g7575.t1,1,1,1,1,0,0,1,1,0,1
g7576.t1,1,1,1,1,0,1,1,1,1,1
g7577.t1,0,0,0,1,0,0,1,1,1,1
g7578.t1,1,1,0,1,0,0,1,1,1,1
g7579.t1,1,1,1,1,1,0,1,1,0,1
g7580.t1,1,1,1,0,0,0,1,1,0,1
g7581.t1,1,1,1,1,0,0,1,1,0,1
g7582.t1,1,1,1,1,0,0,1,1,0,1
g7583.t1,1,1,1,1,0,0,1,1,0,1
g7584.t1,1,1,1,0,0,0,1,1,0,1
g7585.t1,0,0,0,1,0,1,1,1,1,1
g7586.t1,1,1,1,1,0,0,1,1,1,1
g7587.t1,1,1,1,0,0,0,1,1,1,1
g7588.t1,1,0,0,1,0,0,1,1,1,1
g7589.t1,1,1,1,0,0,0,1,1,0,1
g7590.t1,1,1,1,1,0,1,1,1,0,1
g7591.t1,1,1,1,1,0,0,1,1,0,1
g7592.t1,1,1,1,0,0,1,1,1,1,1
g7593.t1,1,1,1,0,0,0,1,1,0,1
g7594.t1,1,1,1,0,0,0,1,1,1,1
g7595.t1,1,1,1,0,1,0,1,1,0,1
g7596.t1,1,1,1,1,0,0,1,1,0,1
g7597.t1,1,1,1,1,0,0,1,1,0,1
g7598.t1,1,1,1,1,0,0,1,1,0,1
g7599.t1,1,1,1,1,0,0,1,1,0,1
g7600.t1,1,0,0,1,0,0,1,1,1,1
g7601.t1,1,1,1,0,0,0,1,1,0,1
g7602.t1,1,1,1,0,0,0,1,1,0,1
g7603.t1,0,0,0,0,0,0,1,1,0,1
g7604.t1,0,0,0,1,0,0,1,1,0,1
g7605.t1,1,1,1,1,0,0,1,1,0,1
g7606.t1,1,1,1,1,1,0,1,1,0,1
g7607.t1,1,1,1,0,0,0,1,1,1,1
g7608.t1,1,1,1,1,0,0,1,1,0,1
g7609.t1,1,1,1,1,1,0,1,1,0,1
g7610.t1,1,1,1,1,0,0,1,1,1,1
g7611.t1,1,1,1,1,1,0,1,1,0,1
g7612.t1,1,1,1,1,0,0,1,1,1,1
g7613.t1,1,1,1,1,0,0,1,1,0,1
g7614.t1,1,1,1,1,0,0,1,1,0,1
g7615.t1,1,1,1,1,0,0,1,1,1,1
g7616.t1,1,1,1,0,0,0,1,1,0,1
g7617.t1,1,1,1,1,1,0,1,1,0,1
g7618.t1,1,1,1,1,0,0,1,1,0,1
g7619.t1,1,1,1,1,0,0,1,1,0,1
g7620.t1,1,1,1,1,0,0,1,1,1,1
g7621.t1,1,1,1,0,0,0,1,1,0,1
g7622.t1,1,1,1,1,0,0,1,1,1,1
g7623.t1,1,1,1,1,0,0,1,1,1,1
g7624.t1,1,1,1,0,0,1,1,1,1,1
g7625.t1,1,1,1,0,0,1,1,1,0,1
g7626.t1,1,1,1,1,0,1,1,1,0,1
g7627.t1,1,1,1,0,0,0,1,1,1,1
g7628.t1,1,1,1,1,0,0,1,1,0,1
g7629.t1,1,1,1,1,1,0,1,1,0,1
g7630.t1,1,1,1,0,0,0,1,1,1,1
g7631.t1,1,0,0,1,0,1,1,1,1,1
g7632.t1,1,1,1,1,0,0,1,1,0,1
g7633.t1,1,1,1,1,0,0,1,1,1,1
g7634.t1,1,1,1,1,0,0,1,1,0,1
g7635.t1,1,1,1,1,0,0,1,1,0,1
g7636.t1,1,1,1,1,1,0,1,1,0,1
g7637.t1,1,1,0,1,1,1,1,1,0,1
g7638.t1,1,1,1,1,0,0,1,1,0,1
g7639.t1,1,1,0,1,0,0,1,1,1,1
g7640.t1,1,1,1,1,0,0,1,1,0,1
g7641.t1,1,1,1,1,0,0,1,1,0,1
g7642.t1,0,0,0,0,0,1,1,1,1,1
g7643.t1,0,0,0,1,0,1,1,1,1,1
g7644.t1,1,1,1,1,0,0,1,1,1,1
g7645.t1,1,1,1,1,0,0,1,1,0,1
g7646.t1,1,1,1,1,0,0,1,1,1,1
g7647.t1,1,1,1,1,0,0,1,1,0,1
g7648.t1,1,1,1,1,0,0,1,1,1,1
g7649.t1,1,1,1,1,0,0,1,1,0,1
g7650.t1,1,1,1,0,0,0,1,1,1,1
g7651.t1,1,1,1,1,0,0,1,1,1,1
g7652.t1,1,1,1,1,0,0,1,1,0,1
g7653.t1,1,1,1,1,1,0,1,1,1,1
g7654.t1,1,1,1,1,0,0,1,1,0,1
g7655.t1,1,1,0,1,0,0,1,1,0,1
g7656.t1,1,1,1,0,0,0,1,1,1,1
g7657.t1,1,1,1,1,0,0,1,1,0,1
g7658.t1,1,1,1,1,1,0,1,1,0,1
g7659.t1,0,0,0,1,0,0,1,1,1,1
g7660.t1,1,1,1,0,0,0,1,1,0,1
g7661.t1,1,1,1,1,0,1,1,1,1,1
g7662.t1,1,1,1,1,0,1,1,1,0,1
g7663.t1,1,1,1,0,0,0,1,1,0,1
g7664.t1,1,1,1,1,0,0,1,1,0,1
g7665.t1,1,1,1,1,0,1,1,1,1,1
g7666.t1,1,1,1,1,1,0,1,1,0,1
g7667.t1,1,1,1,1,0,1,1,1,0,1
g7668.t1,1,1,0,1,1,1,1,1,0,1
g7669.t1,1,1,1,1,0,1,1,1,1,1
g7670.t1,1,1,1,1,0,0,1,1,0,1
g7671.t1,1,1,1,1,0,0,1,1,1,1
g7672.t1,1,1,1,1,0,0,1,1,1,1
g7673.t1,1,1,1,0,0,0,1,1,0,1
g7674.t1,1,1,1,0,0,1,1,1,0,1
g7675.t1,1,1,1,1,0,1,1,1,0,1
g7676.t1,1,1,1,1,0,1,1,1,0,1
g7677.t1,1,1,1,1,0,0,1,1,0,1
g7678.t1,1,1,1,0,0,1,1,1,1,1
g7679.t1,1,1,1,0,0,0,1,0,0,1
g7680.t1,1,1,1,0,0,0,1,1,0,1
g7681.t1,1,1,1,1,1,0,1,1,0,1
g7682.t1,1,1,1,1,0,0,1,1,0,1
g7683.t1,1,1,0,1,0,0,1,1,1,1
g7684.t1,1,0,0,0,0,0,1,1,0,1
g7685.t1,1,1,1,1,1,0,1,1,1,1
g7686.t1,1,1,1,1,1,0,1,0,0,1
g7687.t1,1,1,1,1,0,1,1,1,1,1
g7688.t1,1,1,1,0,0,0,1,1,0,1
g7689.t1,1,1,1,1,0,1,1,1,0,1
g7690.t1,1,1,1,1,1,0,1,1,0,1
g7691.t1,1,0,0,1,1,1,1,1,0,1
g7692.t1,1,1,1,1,0,0,1,1,0,1
g7693.t1,1,1,1,1,0,1,1,1,1,1
g7694.t1,1,1,1,1,0,0,1,1,0,1
g7695.t1,1,1,1,1,0,0,1,1,0,1
g7696.t1,0,0,0,1,0,0,1,1,1,1
g7697.t1,0,0,0,1,0,0,1,1,0,1
g7698.t1,1,1,1,1,0,0,1,1,0,1
g7699.t1,1,1,0,1,0,1,1,1,1,1
g7700.t1,1,1,1,1,0,0,1,1,1,1
g7701.t1,1,1,1,1,0,1,1,1,0,1
g7702.t1,0,0,0,1,0,1,1,1,1,1
g7703.t1,1,1,1,1,0,0,1,1,1,1
g7704.t1,1,1,1,0,0,0,1,1,0,1
g7705.t1,1,1,1,1,0,0,1,1,0,1
g7706.t1,1,1,1,0,1,1,1,1,1,1
g7707.t1,1,1,1,1,0,0,0,1,0,1
g7708.t1,1,1,0,1,0,1,1,1,0,1
g7709.t1,1,1,1,0,1,1,1,1,0,1
g7710.t1,0,0,0,1,0,0,1,1,1,1
g7711.t1,0,0,0,1,0,0,1,1,1,1
g7712.t1,1,1,1,0,0,0,1,1,0,1
g7713.t1,1,1,1,1,0,0,1,1,0,1
g7714.t1,1,1,1,1,0,0,1,1,0,1
g7715.t1,1,1,1,1,0,1,1,1,0,1
g7716.t1,1,1,1,0,1,0,1,1,0,1
g7717.t1,1,1,1,0,0,0,1,1,0,1
g7718.t1,1,1,1,1,0,0,1,1,0,1
g7719.t1,1,1,1,1,0,0,1,1,0,1
g7720.t1,1,1,1,1,0,1,1,1,0,1
g7721.t1,1,1,1,1,0,0,1,1,1,1
g7722.t1,1,1,1,1,0,0,1,1,0,1
g7723.t1,1,1,1,0,0,0,1,1,0,1
g7724.t1,1,1,1,1,0,0,1,1,0,1
g7725.t1,1,1,1,1,0,0,1,1,1,1
g7726.t1,1,1,1,0,0,0,1,1,0,1
g7727.t1,1,1,1,1,0,0,1,1,0,1
g7728.t1,1,1,1,1,0,1,1,1,0,1
g7729.t1,1,0,0,1,0,1,1,1,1,1
g7730.t1,1,1,0,1,0,1,1,1,1,1
g7731.t1,1,1,1,0,0,0,1,1,0,1
g7732.t1,1,1,1,1,1,0,1,1,0,1
g7733.t1,0,0,0,1,0,1,1,1,0,1
g7734.t1,1,1,1,1,1,0,1,1,1,1
g7735.t1,1,0,0,0,0,1,1,1,0,1
g7736.t1,0,0,0,1,0,0,1,1,0,1
g7737.t1,1,1,1,1,1,1,1,1,0,1
g7738.t1,1,1,1,1,0,0,1,1,1,1
g7739.t1,1,1,1,1,0,0,1,1,0,1
g7740.t1,1,1,1,0,0,0,1,1,0,1
g7741.t1,1,1,1,0,0,0,1,1,1,1
g7742.t1,1,1,1,1,0,0,1,1,1,1
g7743.t1,1,1,0,1,0,1,1,1,1,1
g7744.t1,1,1,1,1,0,0,1,1,0,1
g7745.t1,1,1,1,1,0,0,1,1,1,1
g7746.t1,1,1,1,1,0,0,0,1,0,1
g7747.t1,1,1,1,1,0,0,1,0,0,1
g7748.t1,1,1,1,1,0,0,1,1,0,1
g7749.t1,1,1,1,1,0,0,1,1,0,1
g7750.t1,1,1,1,1,0,0,1,1,0,1
g7751.t1,1,1,1,1,1,0,1,1,0,1
g7752.t1,1,1,1,0,0,0,1,1,1,1
g7753.t1,1,1,1,1,0,0,1,1,1,1
g7754.t1,1,1,1,0,0,0,1,1,0,1
g7755.t1,1,1,1,1,0,0,1,1,1,1
g7756.t1,1,1,1,1,0,1,1,1,1,1
g7757.t1,1,1,1,1,0,0,1,1,1,1
g7758.t1,1,1,1,1,0,1,1,1,0,1
g7759.t1,1,1,1,0,0,0,1,1,0,1
g7760.t1,0,0,0,1,0,0,1,1,1,1
g7761.t1,1,1,1,0,0,0,1,1,0,1
g7762.t1,1,1,1,1,1,0,1,1,1,1
g7763.t1,0,0,0,1,0,0,1,1,1,1
g7764.t1,0,0,0,1,0,0,1,1,1,1
g7765.t1,1,1,1,1,0,0,1,1,1,1
g7766.t1,1,1,1,1,0,0,1,1,0,1
g7767.t1,1,1,1,0,0,0,1,1,0,1
g7768.t1,1,1,1,0,0,1,1,1,1,1
g7769.t1,1,1,1,1,0,0,1,1,0,1
g7770.t1,1,1,1,1,0,0,1,1,0,1
g7771.t1,1,1,1,1,0,0,1,1,0,1
g7772.t1,1,1,1,1,1,1,1,1,0,1
g7773.t1,1,1,1,0,0,0,1,1,1,1
g7774.t1,1,1,1,1,0,1,1,1,1,1
g7775.t1,1,1,1,0,0,1,1,1,0,1
g7776.t1,1,1,1,1,0,1,1,1,0,1
g7777.t1,1,1,1,1,0,0,1,1,0,1
g7778.t1,1,1,1,1,0,0,1,1,0,1
g7779.t1,1,1,1,1,0,0,1,1,0,1
g7780.t1,1,1,0,0,0,0,1,1,0,1
g7781.t1,1,1,1,0,0,1,1,1,0,1
g7782.t1,1,1,1,1,0,0,1,1,1,1
g7783.t1,1,1,1,1,0,0,1,1,0,1
g7784.t1,0,0,0,0,0,1,1,1,1,1
g7785.t1,1,1,1,1,0,1,1,1,0,1
g7786.t1,1,1,1,0,0,0,1,1,0,1
g7787.t1,1,1,1,1,1,0,1,1,0,1
g7788.t1,1,1,1,1,0,0,1,1,1,1
g7789.t1,0,0,0,1,0,0,1,1,0,1
g7790.t1,1,1,1,1,0,1,1,1,0,1
g7791.t1,1,1,1,1,0,0,1,1,1,1
g7792.t1,1,1,1,0,0,0,1,1,0,1
g7793.t1,1,1,1,1,1,0,1,1,0,1
g7794.t1,0,0,0,1,0,0,1,1,1,1
g7795.t1,1,1,1,1,0,1,1,1,1,1
g7796.t1,1,1,1,0,0,1,1,1,0,1
g7797.t1,1,1,1,1,0,0,1,1,0,1
g7798.t1,1,1,1,0,0,0,1,1,0,1
g7799.t1,1,1,1,1,0,0,1,1,0,1
g7800.t1,1,1,1,1,0,0,1,1,0,1
g7801.t1,1,1,1,1,0,0,1,1,0,1
g7802.t1,1,1,1,1,0,0,1,1,0,1
g7803.t1,1,1,1,0,1,0,1,1,0,1
g7804.t1,1,1,1,0,0,0,1,1,0,1
g7805.t1,1,1,1,1,0,0,1,1,0,1
g7806.t1,1,1,1,1,0,0,1,1,1,1
g7807.t1,1,1,1,1,0,0,1,1,1,1
g7808.t1,1,1,1,1,0,1,1,1,1,1
g7809.t1,1,1,1,0,1,0,1,1,0,1
g7810.t1,0,0,0,0,1,1,1,1,0,1
g7811.t1,1,1,1,0,0,0,1,1,0,1
g7812.t1,1,1,1,1,0,0,1,1,0,1
g7813.t1,1,1,1,1,0,0,1,1,0,1
g7814.t1,1,1,1,1,0,1,1,1,0,1
g7815.t1,1,1,1,1,0,0,1,1,0,1
g7816.t1,1,1,1,1,0,0,1,1,0,1
g7817.t1,1,1,1,1,0,0,1,1,0,1
g7818.t1,1,1,1,1,0,0,1,1,0,1
g7819.t1,1,1,1,0,0,0,1,1,1,1
g7820.t1,1,1,1,1,0,0,1,1,0,1
g7821.t1,1,1,0,1,0,1,1,1,1,1
g7822.t1,1,1,1,1,0,0,1,1,0,1
g7823.t1,0,0,0,1,0,0,1,1,0,1
g7824.t1,1,1,1,1,1,0,1,1,0,1
g7825.t1,1,1,1,1,0,0,1,0,0,1
g7826.t1,1,1,1,1,0,0,1,1,0,1
g7827.t1,0,0,0,0,0,1,1,1,1,1
g7828.t1,1,1,1,0,0,0,1,1,0,1
g7829.t1,1,1,1,1,0,0,1,1,0,1
g7830.t1,1,1,1,0,0,0,1,1,0,1
g7831.t1,1,1,1,1,0,1,1,1,0,1
g7832.t1,1,1,1,1,0,0,1,1,0,1
g7833.t1,1,1,1,1,0,0,1,1,0,1
g7834.t1,1,1,1,1,0,0,1,1,1,1
g7835.t1,1,1,1,1,1,0,1,1,0,1
g7836.t1,1,1,1,1,0,0,1,1,0,1
g7837.t1,1,1,1,0,0,0,1,0,0,1
g7838.t1,1,1,0,1,0,1,1,1,1,1
g7839.t1,1,1,1,1,0,0,1,1,1,1
g7840.t1,1,1,1,0,0,0,1,1,1,1
g7841.t1,1,1,1,1,0,0,1,1,0,1
g7842.t1,1,1,1,1,0,0,1,1,1,1
g7843.t1,1,1,1,1,0,0,1,1,0,1
g7844.t1,1,1,1,1,0,0,1,1,1,1
g7845.t1,0,0,0,0,0,1,1,1,1,1
g7846.t1,1,1,1,1,0,0,1,1,0,1
g7847.t1,1,1,1,1,1,0,1,1,1,1
g7848.t1,1,1,1,1,0,0,1,1,0,1
g7849.t1,1,1,0,0,0,0,1,1,0,1
g7850.t1,1,0,0,1,0,1,1,1,0,1
g7851.t1,1,1,1,1,0,0,1,1,1,1
g7852.t1,1,1,0,0,0,1,1,1,0,1
g7853.t1,1,1,1,0,0,0,1,1,0,1
g7854.t1,1,1,1,0,0,0,1,1,1,1
g7855.t1,1,1,1,1,0,0,1,1,1,1
g7856.t1,1,1,1,0,0,0,1,1,0,1
g7857.t1,1,1,1,0,0,0,1,1,0,1
g7858.t1,0,0,0,1,0,1,1,1,1,1
g7859.t1,1,1,1,1,0,0,1,1,1,1
g7860.t1,1,1,1,1,0,0,1,1,0,1
g7861.t1,1,1,1,1,0,0,1,1,0,1
g7862.t1,1,1,1,1,0,0,1,1,0,1
g7863.t1,1,1,1,1,0,0,1,1,1,1
g7864.t1,0,0,0,1,0,0,1,1,1,1
g7865.t1,1,1,1,1,0,1,1,1,1,1
g7866.t1,1,1,1,0,0,1,1,1,0,1
g7867.t1,0,0,0,1,0,1,1,1,1,1
g7868.t1,1,1,1,1,0,0,1,1,1,1
g7869.t1,0,0,0,1,0,1,1,1,0,1
g7870.t1,0,0,0,1,0,0,1,1,0,1
g7871.t1,1,1,1,1,0,1,1,1,1,1
g7872.t1,1,1,1,1,0,0,1,1,1,1
g7873.t1,1,1,1,0,0,0,1,1,1,1
g7874.t1,1,1,1,1,0,0,1,1,1,1
g7875.t1,1,0,0,0,0,1,1,1,0,1
g7876.t1,1,1,1,1,0,0,1,1,0,1
g7877.t1,1,1,1,1,0,0,1,1,0,1
g7878.t1,1,1,1,1,1,0,1,1,0,1
g7879.t1,1,1,1,0,0,0,1,1,0,1
g7880.t1,1,1,1,0,0,0,1,1,0,1
g7881.t1,1,1,1,1,0,0,1,1,1,1
g7882.t1,1,1,1,1,0,0,1,1,1,1
g7883.t1,1,1,1,1,1,0,1,1,0,1
g7884.t1,1,1,1,1,0,0,1,0,1,1
g7885.t1,1,1,1,1,0,1,1,1,1,1
g7886.t1,1,1,1,0,0,0,1,1,1,1
g7887.t1,1,1,1,1,0,0,1,0,0,1
g7888.t1,1,1,1,0,0,1,1,1,1,1
g7889.t1,1,1,1,1,0,0,1,1,0,1
g7890.t1,1,1,1,1,0,0,1,1,0,1
g7891.t1,1,1,1,1,0,0,1,1,0,1
g7892.t1,1,1,1,1,0,0,1,1,0,1
g7893.t1,1,1,0,1,0,1,1,1,1,1
g7894.t1,1,1,1,1,0,0,1,1,1,1
g7895.t1,1,1,1,1,0,1,1,1,0,1
g7896.t1,1,1,1,1,0,1,1,1,1,1
g7897.t1,0,0,0,1,0,1,1,1,1,1
g7898.t1,1,1,1,0,0,0,1,1,0,1
g7899.t1,1,1,1,1,0,0,1,1,0,1
g7900.t1,1,1,1,1,0,0,1,1,0,1
g7901.t1,1,1,1,0,0,0,1,1,0,1
g7902.t1,1,1,1,1,1,0,1,1,1,1
g7903.t1,1,1,1,0,0,0,1,1,0,1
g7904.t1,1,1,1,1,0,0,1,1,0,1
g7905.t1,1,1,1,1,0,0,1,1,1,1
g7906.t1,1,1,1,0,0,0,1,1,1,1
g7907.t1,1,1,1,1,0,0,1,1,1,1
g7908.t1,1,1,1,1,0,0,1,1,0,1
g7909.t1,1,1,1,1,0,0,1,1,1,1
g7910.t1,1,1,1,1,0,0,1,1,0,1
g7911.t1,1,1,1,1,0,0,1,1,1,1
g7912.t1,1,1,1,1,0,0,1,1,0,1
g7913.t1,0,0,0,0,0,1,1,1,0,1
g7914.t1,1,1,1,0,0,0,1,1,0,1
g7915.t1,1,1,1,1,0,0,1,1,0,1
g7916.t1,1,1,1,1,0,0,1,1,1,1
g7917.t1,1,1,1,1,0,0,1,1,1,1
g7918.t1,1,1,1,1,0,1,1,1,0,1
g7919.t1,0,0,0,0,0,1,1,1,0,1
g7920.t1,1,1,1,1,0,0,1,1,0,1
g7921.t1,1,1,1,1,0,1,1,1,1,1
g7922.t1,1,0,0,1,0,0,1,1,0,1
g7923.t1,1,1,1,1,0,0,1,1,0,1
g7924.t1,1,1,1,1,0,0,1,1,0,1
g7925.t1,1,1,1,1,1,0,1,1,0,1
g7926.t1,1,1,1,1,0,0,0,1,0,1
g7927.t1,1,1,1,1,0,0,1,1,0,0
g7928.t1,1,1,1,0,0,0,1,1,1,1
g7929.t1,0,0,0,1,0,1,1,1,1,1
g7930.t1,1,1,1,1,0,0,1,1,1,1
g7931.t1,1,1,1,1,0,1,1,1,0,1
g7932.t1,1,1,1,1,0,0,1,1,0,1
g7933.t1,1,1,1,0,0,0,1,1,0,1
g7934.t1,1,1,1,1,0,0,1,1,0,1
g7935.t1,1,1,1,0,0,0,1,0,0,1
g7936.t1,1,1,1,0,0,0,1,1,1,1
g7937.t1,1,1,0,1,0,0,1,1,0,1
g7938.t1,1,1,1,0,0,1,1,1,0,1
g7939.t1,1,1,1,1,0,1,1,1,1,1
g7940.t1,1,1,1,0,0,1,1,1,0,1
g7941.t1,0,0,0,1,0,1,1,1,1,1
g7942.t1,1,1,1,1,0,1,1,1,1,1
g7943.t1,1,1,1,1,0,0,1,1,0,1
g7944.t1,1,1,1,1,0,1,1,1,1,1
g7945.t1,1,1,1,1,0,0,1,0,1,1
g7946.t1,1,1,1,0,0,0,1,0,0,1
g7947.t1,0,0,0,1,0,1,1,1,1,1
g7948.t1,1,1,1,1,1,1,1,1,0,1
g7949.t1,1,1,1,1,0,0,1,1,1,1
g7950.t1,1,1,1,1,0,0,1,1,0,1
g7951.t1,1,1,1,1,0,0,1,1,1,1
g7952.t1,1,1,1,1,0,0,1,1,0,1
g7953.t1,1,1,1,1,0,0,1,1,1,1
g7954.t1,1,1,1,1,0,0,1,1,0,1
g7955.t1,1,0,0,1,0,0,1,1,1,1
g7956.t1,1,1,0,1,0,1,1,1,1,1
g7957.t1,1,1,1,1,0,0,1,1,0,1
g7958.t1,1,1,1,1,0,1,1,1,1,1
g7959.t1,1,1,0,1,0,0,1,1,1,1
g7960.t1,1,1,1,1,0,0,1,1,0,1
g7961.t1,1,1,1,1,0,0,1,1,0,1
g7962.t1,1,1,1,1,0,0,1,1,1,1
g7963.t1,1,1,1,0,0,0,1,1,1,1
g7964.t1,1,1,1,1,0,0,1,1,0,1
g7965.t1,1,1,1,1,0,0,1,0,1,1
g7966.t1,1,1,1,1,0,0,1,1,0,1
g7967.t1,1,1,1,1,0,0,1,1,0,1
g7968.t1,1,1,1,1,0,0,1,1,0,1
g7969.t1,0,0,0,1,0,0,1,1,0,1
g7970.t1,1,1,1,1,1,0,1,1,0,1
g7971.t1,1,1,1,1,0,0,1,1,0,1
g7972.t1,1,1,1,1,0,0,1,1,0,1
g7973.t1,1,1,1,1,1,0,1,1,0,1
g7974.t1,1,1,1,1,0,1,1,1,0,1
g7975.t1,1,1,1,1,0,0,1,1,0,1
g7976.t1,1,1,1,1,0,0,1,1,0,1
g7977.t1,1,1,1,1,0,0,1,0,0,1
g7978.t1,1,1,1,1,0,0,1,1,0,1
g7979.t1,1,1,1,1,1,0,1,1,0,1
g7980.t1,1,1,0,1,0,1,1,1,1,1
g7981.t1,1,1,1,1,1,0,1,1,0,1
g7982.t1,1,1,1,1,0,0,1,1,0,1
g7983.t1,1,1,1,1,0,0,1,1,0,1
g7984.t1,1,1,1,1,0,0,1,1,0,1
g7985.t1,1,1,1,0,0,0,1,1,0,1
g7986.t1,1,1,1,1,0,0,1,1,0,1
g7987.t1,1,1,1,1,0,0,1,1,0,1
g7988.t1,1,1,1,1,0,0,1,1,1,1
g7989.t1,1,1,1,1,0,0,1,1,0,1
g7990.t1,1,1,1,1,0,1,1,1,1,1
g7991.t1,1,1,1,1,0,0,1,1,1,1
g7992.t1,1,1,1,1,0,0,1,1,1,1
g7993.t1,1,1,1,1,0,0,1,1,0,1
g7994.t1,1,1,0,0,0,1,1,1,0,1
g7995.t1,1,0,0,1,0,0,1,1,0,1
g7996.t1,1,1,1,1,0,0,1,1,1,1
g7997.t1,1,1,1,0,0,0,1,1,0,1
g7998.t1,1,1,1,1,0,0,1,1,1,1
g7999.t1,1,1,1,0,0,0,1,1,0,1
g8000.t1,1,1,1,0,1,0,1,1,0,1
g8001.t1,1,1,1,1,0,1,1,1,1,1
g8002.t1,1,1,1,0,0,0,1,1,0,1
g8003.t1,0,0,0,1,0,1,1,1,1,1
g8004.t1,1,1,1,1,1,0,1,1,0,1
g8005.t1,1,1,1,1,0,0,1,1,0,1
g8006.t1,1,1,1,1,0,0,1,1,1,1
g8007.t1,1,1,1,1,0,0,1,1,0,1
g8008.t1,1,1,1,0,0,1,1,1,0,1
g8009.t1,1,1,1,1,0,0,1,1,1,1
g8010.t1,0,0,0,1,0,1,1,1,1,1
g8011.t1,1,1,1,0,0,0,1,1,1,1
g8012.t1,1,1,1,1,0,0,1,1,0,1
g8013.t1,1,1,1,1,0,0,1,1,0,1
g8014.t1,1,0,0,1,0,0,1,1,0,1
g8015.t1,1,1,1,0,0,0,1,1,0,1
g8016.t1,1,1,1,1,0,0,1,1,1,1
g8017.t1,1,1,1,1,0,0,1,1,1,1
g8018.t1,1,1,1,1,0,0,1,1,0,1
g8019.t1,1,1,1,0,0,1,1,1,1,1
g8020.t1,1,1,0,1,0,1,1,1,1,1
g8021.t1,1,1,1,1,0,0,1,1,1,1
g8022.t1,1,1,0,0,0,1,1,1,0,1
g8023.t1,0,0,0,1,0,0,1,1,1,1
g8024.t1,1,1,1,0,0,0,1,1,0,1
g8025.t1,1,1,1,1,0,0,1,1,1,1
g8026.t1,1,1,1,1,0,0,1,1,0,1
g8027.t1,1,1,1,1,0,0,1,1,0,1
g8028.t1,1,1,1,1,0,0,1,1,0,1
g8029.t1,1,1,0,1,0,1,1,1,0,1
g8030.t1,1,1,1,1,1,0,1,1,0,1
g8031.t1,1,1,1,0,0,0,1,1,0,1
g8032.t1,1,1,1,0,0,0,1,1,0,1
g8033.t1,0,0,0,1,0,1,1,1,1,1
g8034.t1,1,1,1,0,0,0,1,1,0,1
g8035.t1,0,0,0,1,0,1,1,1,1,1
g8036.t1,0,0,0,1,0,1,1,1,1,1
g8037.t1,1,1,1,1,0,0,1,1,1,1
g8038.t1,1,1,1,1,0,0,1,1,0,1
g8039.t1,1,1,1,1,0,0,1,1,0,1
g8040.t1,1,1,1,1,1,0,1,0,0,1
g8041.t1,1,1,0,0,1,1,1,1,0,1
g8042.t1,0,0,0,1,0,0,1,1,0,1
g8043.t1,0,0,0,1,0,0,1,1,1,1
g8044.t1,1,1,1,0,0,0,1,1,0,1
g8045.t1,1,1,1,0,0,1,1,1,1,1
g8046.t1,1,1,1,1,0,0,1,1,1,1
g8047.t1,1,1,1,1,1,0,1,0,0,1
g8048.t1,1,1,1,1,0,0,1,1,0,1
g8049.t1,1,1,1,1,0,0,1,1,0,1
g8050.t1,1,1,1,1,0,0,1,1,1,1
g8051.t1,1,1,1,1,0,0,1,1,1,1
g8052.t1,1,1,1,1,0,1,1,1,1,1
g8053.t1,1,1,1,0,0,0,1,1,1,1
g8054.t1,1,1,1,1,1,1,1,1,0,1
g8055.t1,1,1,1,1,0,0,1,1,0,1
g8056.t1,1,1,1,0,0,0,1,1,0,1
g8057.t1,1,1,1,1,0,1,1,1,1,1
g8058.t1,1,1,0,1,0,0,1,1,1,1
g8059.t1,1,1,1,1,1,0,1,1,0,1
g8060.t1,1,1,1,0,0,0,1,1,1,1
g8061.t1,0,0,0,1,0,1,1,1,1,1
g8062.t1,1,1,1,1,0,0,1,1,0,1
g8063.t1,1,1,1,1,0,0,1,1,1,1
g8064.t1,1,1,1,1,0,0,1,1,1,1
g8065.t1,1,1,1,1,1,0,1,1,0,1
g8066.t1,1,1,1,1,0,0,1,1,0,1
g8067.t1,1,1,1,1,0,0,1,1,0,1
g8068.t1,0,0,0,0,0,1,1,1,1,1
g8069.t1,0,0,0,1,0,0,1,1,1,1
g8070.t1,0,0,0,1,0,0,1,1,1,1
g8071.t1,1,1,1,1,0,0,1,1,1,1
g8072.t1,1,1,1,1,0,0,1,1,1,1
g8073.t1,1,1,1,1,0,0,1,1,0,1
g8074.t1,1,1,1,1,0,0,1,1,0,1
g8075.t1,0,0,0,1,0,0,1,1,1,1
g8076.t1,1,1,1,1,0,0,1,1,0,1
